"series","episode","baker","last_name","signature_bake","technical","show_stopper","result","baker_age","baker_occupation","hometown"
3,3,"James","Morton","Apple and Lavender Tarte Tatin",1,"Rose, Lychee and Raspberry Fruit Tart","STAR BAKER",21,"Medical student","Hillswick, Shetland Islands"
3,3,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,3,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,4,"Cathryn","Dresser","White Chocolate, Macadamia and Coffee Torte",3,"Gooseberry, Almond and Honey Meringue","IN",27,"Shop assistant","Pease Pottage, West Sussex"
3,4,"Danny","Bryden","Blackberry, White Chocolate, Lemon and Elderflower Torte",2,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise","IN",45,"Intensive care consultant","Sheffield"
3,4,"James","Morton","Hazelnut, Chocolate and Passionfruit Torte",5,"Fig, Chestnut, Cherry and Chocolate Layered Meringue","IN",21,"Medical student","Hillswick, Shetland Islands"
3,4,"John","Whaite","'Torte Noir' Black Forest Torte with Boozy Cream",6,"Elderflower and Bramble Berry Pavlova","IN",22,"Law student","Wigan"
3,4,"Manisha","Parmar","Almond, Chocolate and Cherry Torte",9,"Tiramisu Layered Meringue Dessert","IN",27,"Nursery nurse","Leicester"
3,4,"Ryan","Chong","Green Tea Opera Torte",7,"Strawberry, Rose and Pistachio Meringue","IN",38,"Photographer","Bristol"
3,4,"Sarah-Jane","Willis","Chocolate and Almond Truffle Torte",4,"Hazelnut Tiramisu Layered Meringue","IN",28,"Vicar's wife","Bewbush, West Sussex"
3,4,"Stuart","Marston-Smith","Black Forest Torte",8,"Choca Blocka Mocha Meringue","OUT",26,"PE teacher","Lichfield, Staffordshire"
3,4,"Brendan","Lynch","Clementine and Chestnut Torte",1,"Pear, Chocolate and Hazelnut Dacquoise","STAR BAKER",63,"Recruitment consultant","Sutton Coldfield"
3,4,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,4,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,4,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,5,"Brendan","Lynch","Salmon Coulibiac in a Scandinavian Pastry",3,"All American Chiffon Pie","IN",63,"Recruitment consultant","Sutton Coldfield"
3,5,"Cathryn","Dresser","Full English Wellington",1,"Chocolate and Peanut Butter Pumpkin Pie","IN",27,"Shop assistant","Pease Pottage, West Sussex"
3,5,"Danny","Bryden","Chickpea, Spinach & Mushroom Wellington",7,"Trick or Treat Pumpkin Pie","IN",45,"Intensive care consultant","Sheffield"
3,5,"James","Morton","Four Pig Wellington",6,"Sweet Potato Pie","IN",21,"Medical student","Hillswick, Shetland Islands"
3,5,"John","Whaite","Venison and Haggis Wellington",2,"Star-Spangled Pecan Pie","IN",22,"Law student","Wigan"
3,5,"Sarah-Jane","Willis","Beef Wellington with Parma Ham and Gorgonzola Cheese",4,"Chocolate and Banana Cream Pie","IN",28,"Vicar's wife","Bewbush, West Sussex"
3,5,"Manisha","Parmar","Lamb Wellington with Rosemary and Mint",5,"Banana Scotch Pie","OUT",27,"Nursery nurse","Leicester"
3,5,"Ryan","Chong","Curry Spiced Seabass Wellington",8,"Key Lime Pie","STAR BAKER",38,"Photographer","Bristol"
3,5,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,5,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,5,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,5,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,6,"Cathryn","Dresser","Chocolate Walnut Whip Puddings
Elderflower Sponges",3,"Roasted Vegetable Couscous and Sheep Cheese Strudel","IN",27,"Shop assistant","Pease Pottage, West Sussex"
3,6,"Danny","Bryden","Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants",2,"Leek, Potato, Pistachio and Gruyère Strudel","IN",45,"Intensive care consultant","Sheffield"
3,6,"James","Morton","Banana and Clove PuddingsClootie Dumplings",7,"Strawberry, Rhubarb and Ginger Strudel","IN",21,"Medical student","Hillswick, Shetland Islands"
3,6,"John","Whaite","Spicy Toffee PuddingsRaspberry and White Chocolate Puddings",5,"Did not complete due to injury","IN",22,"Law student","Wigan"
3,6,"Ryan","Chong","Chocolate FondantsSticky Ginger and Date Puddings",6,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel","IN",38,"Photographer","Bristol"
3,6,"Sarah-Jane","Willis","Sticky Toffee PuddingsGranny's Saucy Lemon Puddings",4,"Sweet Strudel with Sour Cherries","IN",28,"Vicar's wife","Bewbush, West Sussex"
3,6,"Brendan","Lynch","Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,"Spinach, Cheese and Walnut Strudel","STAR BAKER",63,"Recruitment consultant","Sutton Coldfield"
3,6,"Manisha","Parmar",NA,NA,NA,NA,27,"Nursery nurse","Leicester"
3,6,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,6,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,6,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,6,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,7,"Brendan","Lynch","Chelsea Bunskis",4,"Black Forest Christmas Stollen","IN",63,"Recruitment consultant","Sutton Coldfield"
3,7,"Cathryn","Dresser","Lady Arundel's Manchet Buns",5,"Bonfire Night Tear 'n' Share Brioche","IN",27,"Shop assistant","Pease Pottage, West Sussex"
3,7,"James","Morton","Easter Chelsea Buns",1,"Whisky Kugelhopf-Brioche Baba","IN",21,"Medical student","Hillswick, Shetland Islands"
3,7,"John","Whaite","Cherry and Almond Saffron Buns",3,"Marzipan Stollen","IN",22,"Law student","Wigan"
3,7,"Ryan","Chong","Lardy Cakes",6,"Char Siu Bao","OUT",38,"Photographer","Bristol"
3,7,"Sarah-Jane","Willis","Orange, Nutmeg and Saffron Buns",7,"Sour Cherry and Dark Chocolate Christmas Plait","OUT",28,"Vicar's wife","Bewbush, West Sussex"
3,7,"Danny","Bryden","Bakewell Chelsea Buns",2,"European Christmas Wreath","STAR BAKER",45,"Intensive care consultant","Sheffield"
3,7,"Manisha","Parmar",NA,NA,NA,NA,27,"Nursery nurse","Leicester"
3,7,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,7,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,7,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,7,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,8,"Brendan","Lynch","Multi-Seed Savoury Crackers",2,"Fantasy Gingerbread Bird House","IN",63,"Recruitment consultant","Sutton Coldfield"
3,8,"Danny","Bryden","Spiced Almond Drinks Crackers",4,"Gingerbread Big Ben","IN",45,"Intensive care consultant","Sheffield"
3,8,"John","Whaite","Asian Spice Crackers",3,"Gingerbread Roman Coliseum","IN",22,"Law student","Wigan"
3,8,"Cathryn","Dresser","Cheese and Pickle Crackers",5,"Gingerbread Buckingham Palace","OUT",27,"Shop assistant","Pease Pottage, West Sussex"
3,8,"James","Morton","Smoky Cayenne, Cumin and Chilli Crackers",1,"Gingerbread Barn","STAR BAKER",21,"Medical student","Hillswick, Shetland Islands"
3,8,"Manisha","Parmar",NA,NA,NA,NA,27,"Nursery nurse","Leicester"
3,8,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,8,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,8,"Ryan","Chong",NA,NA,NA,NA,38,"Photographer","Bristol"
3,8,"Sarah-Jane","Willis",NA,NA,NA,NA,28,"Vicar's wife","Bewbush, West Sussex"
3,8,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,8,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,9,"Brendan","Lynch","Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets",3,"Gateau St. Honoré","IN",63,"Recruitment consultant","Sutton Coldfield"
3,9,"John","Whaite","Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons",2,"Gateau St. Honoré a la Passion","IN",22,"Law student","Wigan"
3,9,"Danny","Bryden","Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat",4,"Rosewater and Lychee St. Honoré","OUT",45,"Intensive care consultant","Sheffield"
3,9,"James","Morton","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,"Coffee, Caramel and Hazelnut Paris-Brest","STAR BAKER",21,"Medical student","Hillswick, Shetland Islands"
3,9,"Cathryn","Dresser",NA,NA,NA,NA,27,"Shop assistant","Pease Pottage, West Sussex"
3,9,"Manisha","Parmar",NA,NA,NA,NA,27,"Nursery nurse","Leicester"
3,9,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,9,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,9,"Ryan","Chong",NA,NA,NA,NA,38,"Photographer","Bristol"
3,9,"Sarah-Jane","Willis",NA,NA,NA,NA,28,"Vicar's wife","Bewbush, West Sussex"
3,9,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,9,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
3,10,"Brendan","Lynch","Potato and Pepper Pithivier",2,"Family Reunion Chiffon Cake","Runner-up",63,"Recruitment consultant","Sutton Coldfield"
3,10,"James","Morton","Spanish Pithivier with Chorizo and Red Pepper",1,"United Chiffon Cakes","Runner-up",21,"Medical student","Hillswick, Shetland Islands"
3,10,"John","Whaite","Italian Sausage and Roasted Vegetable Pithivier",2,"Heaven and Hell Chiffon Cake","WINNER",22,"Law student","Wigan"
3,10,"Cathryn","Dresser",NA,NA,NA,NA,27,"Shop assistant","Pease Pottage, West Sussex"
3,10,"Danny","Bryden",NA,NA,NA,NA,45,"Intensive care consultant","Sheffield"
3,10,"Manisha","Parmar",NA,NA,NA,NA,27,"Nursery nurse","Leicester"
3,10,"Natasha","Stringer",NA,NA,NA,NA,36,"Midwife","Tamworth, Staffordshire"
3,10,"Peter","Maloney",NA,NA,NA,NA,43,"Sales manager","Windsor, Berkshire"
3,10,"Ryan","Chong",NA,NA,NA,NA,38,"Photographer","Bristol"
3,10,"Sarah-Jane","Willis",NA,NA,NA,NA,28,"Vicar's wife","Bewbush, West Sussex"
3,10,"Stuart","Marston-Smith",NA,NA,NA,NA,26,"PE teacher","Lichfield, Staffordshire"
3,10,"Victoria","Chester",NA,NA,NA,NA,50,"CEO of the charity Plantlife","Somerset"
4,1,"Ali","Imdad","Rose and Pistachio Cake",11,"Chocolate, Raspberry and Passion Fruit Engagement Cake","IN",25,"Charity worker","Saltley, Birmingham"
4,1,"Beca","Lyne-Pirkis","Grapefruit Sandwich Cake",8,"Chocolate Cherry Indulgence","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,1,"Christine","Wallace","Strawberry, Vanilla and Rosewater Summer Basket",3,"Chocolate and Orange 'Fripperous' Hat Cake","IN",66,"Director of an engraving company","Didcot, Oxfordshire"
4,1,"Deborah","Manger","Pineapple Cake",9,"'Coffee Time'","IN",51,"Dentist","Peterborough"
4,1,"Frances","Quinn","Giant Jam Sandwich",7,"Secret Squirrel Cake","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,1,"Glenn","Cosby","Strawberries and Cream Cake",4,"Almond and Espresso Chocolate Cake","IN",37,"English Teacher","Teignmouth, Devon"
4,1,"Howard","Middleton","Passion Fruit and Coconut Cake",6,"Black Forest Revisited","IN",51,"Council Worker","Sheffield"
4,1,"Kimberley","Wilson","Blood Orange Cake",10,"Chocolate, Raspberry & Basil Layer Cake","IN",30,"Psychologist","London"
4,1,"Lucy","Bellamy","Timperley Early Cake",2,"Thyme 'Wildwood' Cake","IN",38,"Horticulturist","Grimsby, Lincolnshire"
4,1,"Mark","Onley","Lemon and Poppy Seed Cake",5,"Chocolate Monster","IN",37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,1,"Ruby","Tandoh","Rhubarb and Custard Sandwich Cake",12,"Chocolate and Ginger Night Sky Cake","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,1,"Toby","Waterworth","Spiced and Iced Carrot Cake",13,"Two Tiered Chocolate Cake","OUT",30,"Web Programmer","Reading, Berkshire"
4,1,"Robert","Smart","Pecan and Apple Cake",1,"Raspberry Chocolate Cake","STAR BAKER",54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,2,"Ali","Imdad","Italian Grissini",9,"Sweet and Savoury Yin Yang Bread","IN",25,"Charity worker","Saltley, Birmingham"
4,2,"Beca","Lyne-Pirkis","Fennel and Chilli Breadsticks",11,"Five Strand Christmas Wreath","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,2,"Christine","Wallace","Mediterranean Breadsticks with Oregano",4,"Double Plaited Loaf","IN",66,"Director of an engraving company","Didcot, Oxfordshire"
4,2,"Deborah","Manger","Fennel & Chilli Breadsticks",8,"Walnut Fleur Loaf","IN",51,"Dentist","Peterborough"
4,2,"Frances","Quinn","Giant Matchsticks",2,"Sailor's Knot","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,2,"Glenn","Cosby","Rosemary and Parmesan Grissini",7,"Harvest Crown","IN",37,"English Teacher","Teignmouth, Devon"
4,2,"Howard","Middleton","Moroccan Breadsticks",10,"Picasso Sun Bread","IN",51,"Council Worker","Sheffield"
4,2,"Kimberley","Wilson","Nigella Seed and Parmesan Breadsticks",1,"Peace Bread","IN",30,"Psychologist","London"
4,2,"Mark","Onley","Rosemary & Raisin Breadsticks",6,"Sage & Garlic Plait","IN",37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,2,"Robert","Smart","Twisty Rye Bread Sticks",5,"Tribute Loaf","IN",54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,2,"Lucy","Bellamy","Grissini with Salt",12,"Roast Tomato Bread","OUT",38,"Horticulturist","Grimsby, Lincolnshire"
4,2,"Ruby","Tandoh","Mexican Breadsticks",3,"White Chocolate and Orange Peacock Bread","STAR BAKER",20,"History of Art and Philosophy Student","Southend, Essex"
4,2,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,3,"Ali","Imdad","Coconut, Raspberry and Lemon Meringue Trifle",5,"Vanilla Latte Mini CakesLime & Mint Shortbread Pops","IN",25,"Charity worker","Saltley, Birmingham"
4,3,"Beca","Lyne-Pirkis","Orange and Ginger Trifle",10,"Limoncello and Blueberry BurstsMillionaire Shortbread","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,3,"Frances","Quinn","Apple and Blackberry Crumble Trifle",8,"'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,3,"Glenn","Cosby","Raspberry and Almond Trifle",1,"Billionaire BouchéesOrange Financiers","IN",37,"English Teacher","Teignmouth, Devon"
4,3,"Howard","Middleton","Caramel and Apple Trifle*",7,"Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits","IN",51,"Council Worker","Sheffield"
4,3,"Kimberley","Wilson","Peach, Almond and Ginger Trifle",6,"Chocolate Pistachio FinanciersLemon Bergamot Biscuits","IN",30,"Psychologist","London"
4,3,"Robert","Smart","Rhubarb and Orange Trifle",2,"Almond FriandsTurǫn Macaroons","IN",54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,3,"Ruby","Tandoh","Desert Island Trifle",3,"Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,3,"Deborah","Manger","Tropical Trifle*",9,"Canelé Cherry and Chocolate CakesRose Cookies","OUT",51,"Dentist","Peterborough"
4,3,"Mark","Onley","Ginger, Mango and Passion Fruit Trifle",11,"Rose and Pistachio MacaroonsChocolate and Raspberry Bites","OUT",37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,3,"Christine","Wallace","Caribbean Pina Colada Trifle",4,"Ninety-NinersSachertorte Parcels","STAR BAKER",66,"Director of an engraving company","Didcot, Oxfordshire"
4,3,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,3,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,4,"Beca","Lyne-Pirkis","Mamgu's Cherry-Apple Tart",2,"Moroccan Vegetable Filo Feast","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,4,"Christine","Wallace","Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,"Roasted Vegetable Filo Pie with Feta Cheese","IN",66,"Director of an engraving company","Didcot, Oxfordshire"
4,4,"Frances","Quinn","Peach Pie In the Sky",1,"Cherry Tree Baklava Filo Pie","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,4,"Glenn","Cosby","Apple & Maple Syrup Pie",9,"Spanakopita (Walnut and Feta Cheese)","IN",37,"English Teacher","Teignmouth, Devon"
4,4,"Howard","Middleton","Apple Pie with Sage Pastry",5,"Fresh Fig and Feta Filo Flan","IN",51,"Council Worker","Sheffield"
4,4,"Robert","Smart","Apple and Pear Pie with Thyme",3,"Spanakopita with St George's Mushrooms","IN",54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,4,"Ruby","Tandoh","Apple and Marzipan Pie",6,"Rose, Almond and Raspberry Filo Pie","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,4,"Ali","Imdad","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry",8,"Orange, Cardamom and Date M'Hanncha","OUT",25,"Charity worker","Saltley, Birmingham"
4,4,"Kimberley","Wilson","Pecan and Rosemary Caramel Apple Pie",4,"Chicken, Bacon and Butternut Squash Pie","STAR BAKER",30,"Psychologist","London"
4,4,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,4,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,4,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,4,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,5,"Beca","Lyne-Pirkis","Chocolate, Cherry and Hazelnut Brownies",5,"Tiered Macaron and Sugar Dough Biscuit Centrepiece","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,5,"Frances","Quinn","Millionaire Banoffee Bonus",3,"Biscuit Buttons and Beads","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,5,"Glenn","Cosby","Apricot and Pistachio Tiffin",2,"Shortbread and Macaron Helter-Skelter","IN",37,"English Teacher","Teignmouth, Devon"
4,5,"Howard","Middleton","Breakfast Traybake",8,"Japanese Pagoda Tea Tower","IN",51,"Council Worker","Sheffield"
4,5,"Kimberley","Wilson","Cherry and Almond Bakewell Florentine Slice",7,"Black and White Viennese Biscuit Stack","IN",30,"Psychologist","London"
4,5,"Ruby","Tandoh","Blackberry and Lemon Bakewell Slice",6,"'Dropped Ice-Cream' Biscuit Centrepiece","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,5,"Robert","Smart","Blueberry & Orange Traybake",4,"Dalek","OUT",54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,5,"Christine","Wallace","Mixed Berry and Almond Crumble Traybake",1,"Shortbread Bavarian Clock Tower","STAR BAKER",66,"Director of an engraving company","Didcot, Oxfordshire"
4,5,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,5,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,5,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,5,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,5,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,6,"Beca","Lyne-Pirkis","Bara Brith",6,"Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,6,"Christine","Wallace","Oxford Nutty Fruit Loaf",4,"Schnecken BunsVanilla Custard Skolebrød","IN",66,"Director of an engraving company","Didcot, Oxfordshire"
4,6,"Frances","Quinn","Chai Tea Loaf",2,"Hot Cross BriochesRhubarb and Custard Kolaches","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,6,"Glenn","Cosby","Devonshire Panettone",5,"Almond and Apricot BriochesSticky Caramel Kanelbullen","IN",37,"English Teacher","Teignmouth, Devon"
4,6,"Kimberley","Wilson","Chai Spiced Ginger and Date Tea Loaf",3,"Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer","IN",30,"Psychologist","London"
4,6,"Howard","Middleton","Date & Hemp Yorkshire Loaf",7,"Peachy BunsGerman Baumschnecken","OUT",51,"Council Worker","Sheffield"
4,6,"Ruby","Tandoh","Citrus Tea Loaf",1,"Twisted Swedish KanelbullarSaffron St. Lucia Buns","STAR BAKER",20,"History of Art and Philosophy Student","Southend, Essex"
4,6,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,6,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,6,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,6,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,6,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,6,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,7,"Beca","Lyne-Pirkis","Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy",1,"Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,7,"Christine","Wallace","Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream",6,"Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille","IN",66,"Director of an engraving company","Didcot, Oxfordshire"
4,7,"Kimberley","Wilson","Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard",4,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette","IN",30,"Psychologist","London"
4,7,"Ruby","Tandoh","Plum Jam Roly-Polywith Ginger Ice cream",2,"Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,7,"Glenn","Cosby","Prune and Armagnac Puddingwith Boozy Butterscotch Sauce",3,"Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille","OUT",37,"English Teacher","Teignmouth, Devon"
4,7,"Frances","Quinn","Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream",5,"French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers","STAR BAKER",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,7,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,7,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,7,"Howard","Middleton",NA,NA,NA,NA,51,"Council Worker","Sheffield"
4,7,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,7,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,7,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,7,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,8,"Beca","Lyne-Pirkis","Potato, Spelt and Rosemary Focaccia",4,"Spiced Butternut Squash and Pecan 'Cheese' Cake","IN",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,8,"Frances","Quinn","'Chelsea Flour Show' Bun Bouquet",3,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,8,"Kimberley","Wilson","Wild Garlic Pesto and Parma Ham Spelt Loaf",2,"Butternut Squash and Spice Cake Toadstool House","IN",30,"Psychologist","London"
4,8,"Christine","Wallace","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,"Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant","OUT",66,"Director of an engraving company","Didcot, Oxfordshire"
4,8,"Ruby","Tandoh","Mango and Nigella Seed Spelt Cob",1,"Carrot Cake and Pistachio Garden Plot","STAR BAKER",20,"History of Art and Philosophy Student","Southend, Essex"
4,8,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,8,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,8,"Glenn","Cosby",NA,NA,NA,NA,37,"English Teacher","Teignmouth, Devon"
4,8,"Howard","Middleton",NA,NA,NA,NA,51,"Council Worker","Sheffield"
4,8,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,8,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,8,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,8,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,9,"Frances","Quinn","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",2,"Great British Soap Opera Cake","IN",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,9,"Ruby","Tandoh","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions",4,"Chocolate, Almond Praline and Saffron Opera Cake","IN",20,"History of Art and Philosophy Student","Southend, Essex"
4,9,"Beca","Lyne-Pirkis","Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets",3,"Banoffee Opera Cake","OUT",31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,9,"Kimberley","Wilson","Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken",1,"Passion Fruit and Lime Opera Cake","STAR BAKER",30,"Psychologist","London"
4,9,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,9,"Christine","Wallace",NA,NA,NA,NA,66,"Director of an engraving company","Didcot, Oxfordshire"
4,9,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,9,"Glenn","Cosby",NA,NA,NA,NA,37,"English Teacher","Teignmouth, Devon"
4,9,"Howard","Middleton",NA,NA,NA,NA,51,"Council Worker","Sheffield"
